iso3,concept_id,category,computed_score,n_present,n_absent_penalty_relevant,f,floor_low,floor_sd,floor,penalty_w,penalty_regime,penalized_score,relevance,measurement_quality,effective_weight,weighted_contribution,low_confidence
AFG,8,Economic and fiscal governance,0.5120917179097942,8,4,0.6666666666666666,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5120917179097942,1.0,1.0,1.0,0.5120917179097942,False
AGO,8,Economic and fiscal governance,0.5293009309055831,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5293009309055831,1.0,1.0,1.0,0.5293009309055831,False
ALB,8,Economic and fiscal governance,0.6448624302334799,9,4,0.6923076923076923,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6448624302334799,1.0,1.0,1.0,0.6448624302334799,False
AND,8,Economic and fiscal governance,0.6495330789589073,7,3,0.7,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6495330789589073,1.0,1.0,1.0,0.6495330789589073,False
ARE,8,Economic and fiscal governance,0.5768555357984341,6,7,0.46153846153846156,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.07692307692307687,endogenous,0.535897603466367,1.0,1.0,1.0,0.535897603466367,True
ARG,8,Economic and fiscal governance,0.4575555475913631,12,1,0.9230769230769231,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4575555475913631,1.0,1.0,1.0,0.4575555475913631,False
ARM,8,Economic and fiscal governance,0.65525297009679,12,0,1.0,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.65525297009679,1.0,1.0,1.0,0.65525297009679,False
ATG,8,Economic and fiscal governance,0.4085429560568332,9,3,0.75,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4085429560568332,1.0,1.0,1.0,0.4085429560568332,False
AUS,8,Economic and fiscal governance,0.4730923109875606,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4730923109875606,1.0,1.0,1.0,0.4730923109875606,False
AUT,8,Economic and fiscal governance,0.6800597719276988,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6800597719276988,1.0,1.0,1.0,0.6800597719276988,False
AZE,8,Economic and fiscal governance,0.5606585304256663,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5606585304256663,1.0,1.0,1.0,0.5606585304256663,False
BDI,8,Economic and fiscal governance,0.494290117346751,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.494290117346751,1.0,1.0,1.0,0.494290117346751,False
BEL,8,Economic and fiscal governance,0.651193199522137,9,4,0.6923076923076923,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.651193199522137,1.0,1.0,1.0,0.651193199522137,False
BEN,8,Economic and fiscal governance,0.6052143943553728,9,4,0.6923076923076923,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6052143943553728,1.0,1.0,1.0,0.6052143943553728,False
BFA,8,Economic and fiscal governance,0.5250341124166631,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5250341124166631,1.0,1.0,1.0,0.5250341124166631,False
BGD,8,Economic and fiscal governance,0.4371954632046792,9,4,0.6923076923076923,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4371954632046792,1.0,1.0,1.0,0.4371954632046792,False
BGR,8,Economic and fiscal governance,0.6765041344484457,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6765041344484457,1.0,1.0,1.0,0.6765041344484457,False
BHR,8,Economic and fiscal governance,0.4835006453619014,6,7,0.46153846153846156,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.07692307692307687,endogenous,0.4497238584480291,1.0,1.0,1.0,0.4497238584480291,True
BHS,8,Economic and fiscal governance,0.5109476167514183,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5109476167514183,1.0,1.0,1.0,0.5109476167514183,False
BIH,8,Economic and fiscal governance,0.5417540725130596,7,6,0.5384615384615384,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5417540725130596,1.0,1.0,1.0,0.5417540725130596,False
BLR,8,Economic and fiscal governance,0.5408760131821544,6,7,0.46153846153846156,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.07692307692307687,endogenous,0.5026857364359549,1.0,1.0,1.0,0.5026857364359549,True
BLZ,8,Economic and fiscal governance,0.2114002414154152,4,7,0.36363636363636365,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.2727272727272727,endogenous,0.1658553797970913,1.0,1.0,1.0,0.1658553797970913,True
BOL,8,Economic and fiscal governance,0.5534305313384892,8,4,0.6666666666666666,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5534305313384892,1.0,1.0,1.0,0.5534305313384892,False
BRA,8,Economic and fiscal governance,0.6589799967945772,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6589799967945772,1.0,1.0,1.0,0.6589799967945772,False
BRB,8,Economic and fiscal governance,0.1771704114160665,8,3,0.7272727272727273,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.1771704114160665,1.0,1.0,1.0,0.1771704114160665,False
BRN,8,Economic and fiscal governance,0.5759562519307245,5,7,0.4166666666666667,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.16666666666666663,endogenous,0.48736394585586396,1.0,1.0,1.0,0.48736394585586396,True
BTN,8,Economic and fiscal governance,0.5306417639949872,7,5,0.5833333333333334,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5306417639949872,1.0,1.0,1.0,0.5306417639949872,False
BWA,8,Economic and fiscal governance,0.5675314103487797,13,0,1.0,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5675314103487797,1.0,1.0,1.0,0.5675314103487797,False
CAF,8,Economic and fiscal governance,0.4439067122787009,8,4,0.6666666666666666,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4439067122787009,1.0,1.0,1.0,0.4439067122787009,False
CAN,8,Economic and fiscal governance,0.4385358505343015,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4385358505343015,1.0,1.0,1.0,0.4385358505343015,False
CHE,8,Economic and fiscal governance,0.6350412289912745,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6350412289912745,1.0,1.0,1.0,0.6350412289912745,False
CHL,8,Economic and fiscal governance,0.5946258271803064,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5946258271803064,1.0,1.0,1.0,0.5946258271803064,False
CHN,8,Economic and fiscal governance,0.4141379782857339,7,6,0.5384615384615384,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4141379782857339,1.0,1.0,1.0,0.4141379782857339,False
CIV,8,Economic and fiscal governance,0.5785340459529695,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5785340459529695,1.0,1.0,1.0,0.5785340459529695,False
CMR,8,Economic and fiscal governance,0.509881438420543,10,2,0.8333333333333334,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.509881438420543,1.0,1.0,1.0,0.509881438420543,False
COD,8,Economic and fiscal governance,0.4097749627810845,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4097749627810845,1.0,1.0,1.0,0.4097749627810845,False
COG,8,Economic and fiscal governance,0.4637591815215432,7,5,0.5833333333333334,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4637591815215432,1.0,1.0,1.0,0.4637591815215432,False
COL,8,Economic and fiscal governance,0.5621468493839653,13,0,1.0,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5621468493839653,1.0,1.0,1.0,0.5621468493839653,False
COM,8,Economic and fiscal governance,0.2943369762034786,6,6,0.5,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.2943369762034786,1.0,1.0,1.0,0.2943369762034786,True
CPV,8,Economic and fiscal governance,0.4951297138965985,8,4,0.6666666666666666,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4951297138965985,1.0,1.0,1.0,0.4951297138965985,False
CRI,8,Economic and fiscal governance,0.6385705336697178,13,0,1.0,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6385705336697178,1.0,1.0,1.0,0.6385705336697178,False
CUB,8,Economic and fiscal governance,0.1593546670047506,1,7,0.125,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.75,endogenous,0.07314047836235839,1.0,1.0,1.0,0.07314047836235839,True
CUW,8,Economic and fiscal governance,0.5100041692327215,4,7,0.36363636363636365,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.2727272727272727,endogenous,0.3830218727551323,1.0,1.0,1.0,0.3830218727551323,True
CYP,8,Economic and fiscal governance,0.6165242461393832,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6165242461393832,1.0,1.0,1.0,0.6165242461393832,False
CZE,8,Economic and fiscal governance,0.59633684532497,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.59633684532497,1.0,1.0,1.0,0.59633684532497,False
DEU,8,Economic and fiscal governance,0.737628944781753,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.737628944781753,1.0,1.0,1.0,0.737628944781753,False
DJI,8,Economic and fiscal governance,0.4874869773074001,6,5,0.5454545454545454,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4874869773074001,1.0,1.0,1.0,0.4874869773074001,True
DMA,8,Economic and fiscal governance,0.3893323092225559,8,4,0.6666666666666666,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.3893323092225559,1.0,1.0,1.0,0.3893323092225559,False
DNK,8,Economic and fiscal governance,0.5717119256754108,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5717119256754108,1.0,1.0,1.0,0.5717119256754108,False
DOM,8,Economic and fiscal governance,0.6181099939077422,12,1,0.9230769230769231,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6181099939077422,1.0,1.0,1.0,0.6181099939077422,False
DZA,8,Economic and fiscal governance,0.3766341654702901,7,6,0.5384615384615384,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.3766341654702901,1.0,1.0,1.0,0.3766341654702901,False
ECU,8,Economic and fiscal governance,0.5530680668780652,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5530680668780652,1.0,1.0,1.0,0.5530680668780652,False
EGY,8,Economic and fiscal governance,0.5244700574018211,6,6,0.5,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5244700574018211,1.0,1.0,1.0,0.5244700574018211,True
ESP,8,Economic and fiscal governance,0.6638023942614093,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6638023942614093,1.0,1.0,1.0,0.6638023942614093,False
EST,8,Economic and fiscal governance,0.7009868400351774,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.7009868400351774,1.0,1.0,1.0,0.7009868400351774,False
ETH,8,Economic and fiscal governance,0.3416551037515407,9,4,0.6923076923076923,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.3416551037515407,1.0,1.0,1.0,0.3416551037515407,False
FIN,8,Economic and fiscal governance,0.5429155014524223,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5429155014524223,1.0,1.0,1.0,0.5429155014524223,False
FJI,8,Economic and fiscal governance,0.49616851935673,8,4,0.6666666666666666,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.49616851935673,1.0,1.0,1.0,0.49616851935673,False
FRA,8,Economic and fiscal governance,0.748027389006471,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.748027389006471,1.0,1.0,1.0,0.748027389006471,False
FSM,8,Economic and fiscal governance,0.4672467469321963,4,7,0.36363636363636365,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.2727272727272727,endogenous,0.35192556562747757,1.0,1.0,1.0,0.35192556562747757,True
GAB,8,Economic and fiscal governance,0.4479012778929593,9,3,0.75,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4479012778929593,1.0,1.0,1.0,0.4479012778929593,False
GBR,8,Economic and fiscal governance,0.4626510206410795,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4626510206410795,1.0,1.0,1.0,0.4626510206410795,False
GEO,8,Economic and fiscal governance,0.6853484930182921,13,0,1.0,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6853484930182921,1.0,1.0,1.0,0.6853484930182921,False
GHA,8,Economic and fiscal governance,0.5053847371890967,9,4,0.6923076923076923,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5053847371890967,1.0,1.0,1.0,0.5053847371890967,False
GIN,8,Economic and fiscal governance,0.3897070706293208,8,4,0.6666666666666666,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.3897070706293208,1.0,1.0,1.0,0.3897070706293208,False
GMB,8,Economic and fiscal governance,0.4791368811261088,9,4,0.6923076923076923,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4791368811261088,1.0,1.0,1.0,0.4791368811261088,False
GNB,8,Economic and fiscal governance,0.5214449146548223,9,4,0.6923076923076923,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5214449146548223,1.0,1.0,1.0,0.5214449146548223,False
GNQ,8,Economic and fiscal governance,0.4418020041012245,8,4,0.6666666666666666,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4418020041012245,1.0,1.0,1.0,0.4418020041012245,False
GRC,8,Economic and fiscal governance,0.6930082235905526,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6930082235905526,1.0,1.0,1.0,0.6930082235905526,False
GRD,8,Economic and fiscal governance,0.4545881810884792,9,3,0.75,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4545881810884792,1.0,1.0,1.0,0.4545881810884792,False
GRL,8,Economic and fiscal governance,0.8029112486851023,2,5,0.2857142857142857,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.4285714285714286,endogenous,0.47783603445501316,1.0,1.0,1.0,0.47783603445501316,True
GTM,8,Economic and fiscal governance,0.5218988795712771,8,4,0.6666666666666666,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5218988795712771,1.0,1.0,1.0,0.5218988795712771,False
GUY,8,Economic and fiscal governance,0.6900418221599702,4,7,0.36363636363636365,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.2727272727272727,endogenous,0.5139583476113132,1.0,1.0,1.0,0.5139583476113132,True
HKG,8,Economic and fiscal governance,0.6147463347435878,8,4,0.6666666666666666,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6147463347435878,1.0,1.0,1.0,0.6147463347435878,False
HND,8,Economic and fiscal governance,0.5371199115941947,10,2,0.8333333333333334,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5371199115941947,1.0,1.0,1.0,0.5371199115941947,False
HRV,8,Economic and fiscal governance,0.6350320498044418,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6350320498044418,1.0,1.0,1.0,0.6350320498044418,False
HTI,8,Economic and fiscal governance,0.4448602611359484,6,7,0.46153846153846156,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.07692307692307687,endogenous,0.4140558114702263,1.0,1.0,1.0,0.4140558114702263,True
HUN,8,Economic and fiscal governance,0.6452486763047012,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6452486763047012,1.0,1.0,1.0,0.6452486763047012,False
IDN,8,Economic and fiscal governance,0.5433311660485303,12,1,0.9230769230769231,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5433311660485303,1.0,1.0,1.0,0.5433311660485303,False
IND,8,Economic and fiscal governance,0.4286563231714987,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4286563231714987,1.0,1.0,1.0,0.4286563231714987,False
IRL,8,Economic and fiscal governance,0.6152259441354303,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6152259441354303,1.0,1.0,1.0,0.6152259441354303,False
IRN,8,Economic and fiscal governance,0.3828392620413067,9,3,0.75,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.3828392620413067,1.0,1.0,1.0,0.3828392620413067,False
IRQ,8,Economic and fiscal governance,0.3961410465249491,8,4,0.6666666666666666,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.3961410465249491,1.0,1.0,1.0,0.3961410465249491,False
ISL,8,Economic and fiscal governance,0.5181402995486575,9,4,0.6923076923076923,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5181402995486575,1.0,1.0,1.0,0.5181402995486575,False
ISR,8,Economic and fiscal governance,0.5616223380526723,8,4,0.6666666666666666,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5616223380526723,1.0,1.0,1.0,0.5616223380526723,False
ITA,8,Economic and fiscal governance,0.6811190661104776,11,2,0.8461538461538461,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6811190661104776,1.0,1.0,1.0,0.6811190661104776,False
JAM,8,Economic and fiscal governance,0.545518046701919,13,0,1.0,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.545518046701919,1.0,1.0,1.0,0.545518046701919,False
JOR,8,Economic and fiscal governance,0.5988650690160047,9,4,0.6923076923076923,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5988650690160047,1.0,1.0,1.0,0.5988650690160047,False
JPN,8,Economic and fiscal governance,0.4157865891184289,10,3,0.7692307692307693,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4157865891184289,1.0,1.0,1.0,0.4157865891184289,False
KAZ,8,Economic and fiscal governance,0.5572254756468956,13,0,1.0,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.5572254756468956,1.0,1.0,1.0,0.5572254756468956,False
KEN,8,Economic and fiscal governance,0.4867143868472719,13,0,1.0,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4867143868472719,1.0,1.0,1.0,0.4867143868472719,False
KGZ,8,Economic and fiscal governance,0.6136201780900665,9,4,0.6923076923076923,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6136201780900665,1.0,1.0,1.0,0.6136201780900665,False
KHM,8,Economic and fiscal governance,0.4731127493463651,13,0,1.0,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.4731127493463651,1.0,1.0,1.0,0.4731127493463651,False
KIR,8,Economic and fiscal governance,0.2375042663707052,8,3,0.7272727272727273,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.2375042663707052,1.0,1.0,1.0,0.2375042663707052,False
KNA,8,Economic and fiscal governance,0.3274363564491687,8,5,0.6153846153846154,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.3274363564491687,1.0,1.0,1.0,0.3274363564491687,False
KOR,8,Economic and fiscal governance,0.6474401617788927,7,6,0.5384615384615384,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.0,none,0.6474401617788927,1.0,1.0,1.0,0.6474401617788927,False
KWT,8,Economic and fiscal governance,0.4895070844314365,6,7,0.46153846153846156,0.1593546670047506,0.11495225152318961,0.044402415481560986,0.07692307692307687,endogenous,0.4552682637429845,1.0,1.0,1.0,0.4552682637429845,True
