iso3,category,category_score,n_concepts,sum_effective_weight,category_weight_rule
UZB,Rule of law,0.37516242012938206,5,5.0,equal
UZB,State capacity,0.5261300117611463,4,4.0,equal
VCT,Accountability,0.5702519663397826,6,6.0,equal
VCT,Economic and fiscal governance,0.4558658314339953,5,3.75,equal
VCT,Political foundations,0.5599943471119695,1,1.0,equal
VCT,Rule of law,0.5527278989457295,5,5.0,equal
VCT,State capacity,0.5012906834126122,3,3.0,equal
VEN,Accountability,0.2793504152104843,7,7.0,equal
VEN,Economic and fiscal governance,0.2483504352044248,6,4.75,equal
VEN,Political foundations,0.3748646974947179,2,2.0,equal
VEN,Rule of law,0.23821411089994485,5,5.0,equal
VEN,State capacity,0.300182454351153,4,4.0,equal
VGB,Economic and fiscal governance,0.32911087497228164,2,1.25,equal
VGB,Rule of law,0.2658809428685577,1,1.0,equal
VGB,State capacity,0.4527765849693471,1,1.0,equal
VIR,Economic and fiscal governance,0.5090626887909341,2,1.5,equal
VIR,Political foundations,0.6634799338618445,1,1.0,equal
VIR,Rule of law,0.0161805833000399,1,1.0,equal
VIR,State capacity,0.6084509181524028,2,2.0,equal
VNM,Accountability,0.3919439390147352,7,7.0,equal
VNM,Economic and fiscal governance,0.41269442419173624,6,4.75,equal
VNM,Political foundations,0.4372542149412319,2,2.0,equal
VNM,Rule of law,0.43500073861386424,5,5.0,equal
VNM,State capacity,0.5137048257509158,4,4.0,equal
VUT,Accountability,0.5778716542234177,7,7.0,equal
VUT,Economic and fiscal governance,0.4620443910648736,6,4.75,equal
VUT,Political foundations,0.6009344153906524,2,2.0,equal
VUT,Rule of law,0.602099051248896,5,5.0,equal
VUT,State capacity,0.45510234964058494,4,4.0,equal
WSM,Accountability,0.5230031741280058,6,6.0,equal
WSM,Economic and fiscal governance,0.37852175381492725,5,3.75,equal
WSM,Political foundations,0.5732328060295067,2,2.0,equal
WSM,Rule of law,0.6075197295907211,3,3.0,equal
WSM,State capacity,0.5325471127918014,4,4.0,equal
XKX,Accountability,0.5176015127642263,7,7.0,equal
XKX,Economic and fiscal governance,0.5173573409750414,4,3.5,equal
XKX,Political foundations,0.5374867072021328,2,2.0,equal
XKX,Rule of law,0.5146301617520144,5,5.0,equal
XKX,State capacity,0.46512304962126316,4,4.0,equal
YEM,Accountability,0.29759544063709675,7,7.0,equal
YEM,Economic and fiscal governance,0.27379299946120267,5,4.0,equal
YEM,Political foundations,0.25494090682567216,2,2.0,equal
YEM,Rule of law,0.25103900189568823,5,5.0,equal
YEM,State capacity,0.1858870502646274,4,4.0,equal
ZAF,Accountability,0.6059883973149409,7,7.0,equal
ZAF,Economic and fiscal governance,0.5452423134550816,6,4.75,equal
ZAF,Political foundations,0.4834197742224273,2,2.0,equal
ZAF,Rule of law,0.5146425899798859,5,5.0,equal
ZAF,State capacity,0.5042841633294131,4,4.0,equal
ZMB,Accountability,0.5327883796287047,7,7.0,equal
ZMB,Economic and fiscal governance,0.4827656868597197,6,4.75,equal
ZMB,Political foundations,0.46938558221470406,2,2.0,equal
ZMB,Rule of law,0.44766902108602047,5,5.0,equal
ZMB,State capacity,0.43155190530589915,4,4.0,equal
ZWE,Accountability,0.3938009957302543,7,7.0,equal
ZWE,Economic and fiscal governance,0.34696243509810076,6,4.75,equal
ZWE,Political foundations,0.4022784255547713,2,2.0,equal
ZWE,Rule of law,0.3271394104434255,5,5.0,equal
ZWE,State capacity,0.3965107188687291,4,4.0,equal
