country_code,year,new_laws,climate_laws_cumulative
AFG,2007,1,1
AFG,2008,1,2
AFG,2009,1,3
AFG,2010,0,3
AFG,2011,2,5
AFG,2012,1,6
AFG,2013,0,6
AFG,2014,2,8
AFG,2015,4,12
AFG,2016,1,13
AFG,2017,1,14
AFG,2018,0,14
AFG,2019,0,14
AFG,2020,0,14
AFG,2021,0,14
AFG,2022,0,14
AFG,2023,0,14
AFG,2024,0,14
AFG,2025,0,14
AFG,2026,0,14
AGO,2008,1,1
AGO,2009,2,3
AGO,2010,1,4
AGO,2011,0,4
AGO,2012,3,7
AGO,2013,2,9
AGO,2014,5,14
AGO,2015,1,15
AGO,2016,2,17
AGO,2017,3,20
AGO,2018,3,23
AGO,2019,0,23
AGO,2020,0,23
AGO,2021,0,23
AGO,2022,0,23
AGO,2023,0,23
AGO,2024,0,23
AGO,2025,0,23
AGO,2026,0,23
ALB,2003,1,1
ALB,2004,0,1
ALB,2005,0,1
ALB,2006,0,1
ALB,2007,0,1
ALB,2008,1,2
ALB,2009,0,2
ALB,2010,0,2
ALB,2011,0,2
ALB,2012,0,2
ALB,2013,1,3
ALB,2014,1,4
ALB,2015,3,7
ALB,2016,7,14
ALB,2017,3,17
ALB,2018,0,17
ALB,2019,2,19
ALB,2020,2,21
ALB,2021,2,23
ALB,2022,1,24
ALB,2023,1,25
ALB,2024,0,25
ALB,2025,0,25
ALB,2026,0,25
AND,2010,2,2
AND,2011,0,2
AND,2012,0,2
AND,2013,1,3
AND,2014,1,4
AND,2015,1,5
AND,2016,1,6
AND,2017,1,7
AND,2018,3,10
AND,2019,1,11
AND,2020,6,17
AND,2021,2,19
AND,2022,5,24
AND,2023,2,26
AND,2024,3,29
AND,2025,0,29
AND,2026,0,29
ARE,2009,1,1
ARE,2010,0,1
ARE,2011,0,1
ARE,2012,0,1
ARE,2013,1,2
ARE,2014,0,2
ARE,2015,2,4
ARE,2016,0,4
ARE,2017,5,9
ARE,2018,2,11
ARE,2019,1,12
ARE,2020,0,12
ARE,2021,3,15
ARE,2022,0,15
ARE,2023,3,18
ARE,2024,3,21
ARE,2025,0,21
ARE,2026,0,21
ARG,1991,1,1
ARG,1992,0,1
ARG,1993,0,1
ARG,1994,0,1
ARG,1995,0,1
ARG,1996,0,1
ARG,1997,0,1
ARG,1998,1,2
ARG,1999,2,4
ARG,2000,0,4
ARG,2001,0,4
ARG,2002,0,4
ARG,2003,0,4
ARG,2004,1,5
ARG,2005,2,7
ARG,2006,2,9
ARG,2007,2,11
ARG,2008,0,11
ARG,2009,2,13
ARG,2010,2,15
ARG,2011,0,15
ARG,2012,0,15
ARG,2013,0,15
ARG,2014,0,15
ARG,2015,1,16
ARG,2016,6,22
ARG,2017,8,30
ARG,2018,5,35
ARG,2019,8,43
ARG,2020,3,46
ARG,2021,5,51
ARG,2022,2,53
ARG,2023,8,61
ARG,2024,1,62
ARG,2025,1,63
ARG,2026,1,64
ARM,1991,1,1
ARM,1992,0,1
ARM,1993,0,1
ARM,1994,0,1
ARM,1995,0,1
ARM,1996,0,1
ARM,1997,0,1
ARM,1998,0,1
ARM,1999,0,1
ARM,2000,0,1
ARM,2001,0,1
ARM,2002,0,1
ARM,2003,0,1
ARM,2004,1,2
ARM,2005,2,4
ARM,2006,0,4
ARM,2007,1,5
ARM,2008,1,6
ARM,2009,0,6
ARM,2010,0,6
ARM,2011,0,6
ARM,2012,0,6
ARM,2013,0,6
ARM,2014,1,7
ARM,2015,0,7
ARM,2016,0,7
ARM,2017,0,7
ARM,2018,0,7
ARM,2019,2,9
ARM,2020,0,9
ARM,2021,3,12
ARM,2022,0,12
ARM,2023,0,12
ARM,2024,0,12
ARM,2025,0,12
ARM,2026,0,12
ATG,1990,0,1
ATG,1991,0,1
ATG,1992,0,1
ATG,1993,0,1
ATG,1994,0,1
ATG,1995,0,1
ATG,1996,0,1
ATG,1997,0,1
ATG,1998,0,1
ATG,1999,0,1
ATG,2000,0,1
ATG,2001,0,1
ATG,2002,1,2
ATG,2003,1,3
ATG,2004,0,3
ATG,2005,0,3
ATG,2006,0,3
ATG,2007,0,3
ATG,2008,0,3
ATG,2009,0,3
ATG,2010,0,3
ATG,2011,3,6
ATG,2012,0,6
ATG,2013,1,7
ATG,2014,0,7
ATG,2015,4,11
ATG,2016,0,11
ATG,2017,0,11
ATG,2018,0,11
ATG,2019,0,11
ATG,2020,0,11
ATG,2021,0,11
ATG,2022,0,11
ATG,2023,1,12
ATG,2024,0,12
ATG,2025,0,12
ATG,2026,0,12
AUS,1990,0,1
AUS,1991,0,1
AUS,1992,0,1
AUS,1993,0,1
AUS,1994,0,1
AUS,1995,0,1
AUS,1996,0,1
AUS,1997,0,1
AUS,1998,0,1
AUS,1999,0,1
AUS,2000,1,2
AUS,2001,0,2
AUS,2002,0,2
AUS,2003,1,3
AUS,2004,0,3
AUS,2005,0,3
AUS,2006,0,3
AUS,2007,1,4
AUS,2008,1,5
AUS,2009,3,8
AUS,2010,2,10
AUS,2011,4,14
AUS,2012,2,16
AUS,2013,0,16
AUS,2014,0,16
AUS,2015,3,19
AUS,2016,0,19
AUS,2017,4,23
AUS,2018,6,29
AUS,2019,5,34
AUS,2020,2,36
AUS,2021,8,44
AUS,2022,6,50
AUS,2023,20,70
AUS,2024,29,99
AUS,2025,21,120
AUS,2026,0,120
AUT,1993,1,1
AUT,1994,0,1
AUT,1995,0,1
AUT,1996,0,1
AUT,1997,0,1
AUT,1998,0,1
AUT,1999,0,1
AUT,2000,1,2
AUT,2001,0,2
AUT,2002,0,2
AUT,2003,0,2
AUT,2004,0,2
AUT,2005,0,2
AUT,2006,0,2
AUT,2007,1,3
AUT,2008,0,3
AUT,2009,1,4
AUT,2010,0,4
AUT,2011,4,8
AUT,2012,0,8
AUT,2013,0,8
AUT,2014,1,9
AUT,2015,1,10
AUT,2016,0,10
AUT,2017,2,12
AUT,2018,0,12
AUT,2019,3,15
AUT,2020,2,17
AUT,2021,3,20
AUT,2022,4,24
AUT,2023,2,26
AUT,2024,1,27
AUT,2025,0,27
AUT,2026,0,27
AZE,2003,1,1
AZE,2004,0,1
AZE,2005,1,2
AZE,2006,0,2
AZE,2007,0,2
AZE,2008,1,3
AZE,2009,0,3
AZE,2010,0,3
AZE,2011,0,3
AZE,2012,2,5
AZE,2013,1,6
AZE,2014,2,8
AZE,2015,0,8
AZE,2016,1,9
AZE,2017,0,9
AZE,2018,2,11
AZE,2019,0,11
AZE,2020,1,12
AZE,2021,4,16
AZE,2022,2,18
AZE,2023,4,22
AZE,2024,5,27
AZE,2025,0,27
AZE,2026,0,27
BDI,2009,1,1
BDI,2010,0,1
BDI,2011,3,4
BDI,2012,1,5
BDI,2013,2,7
BDI,2014,0,7
BDI,2015,1,8
BDI,2016,0,8
BDI,2017,0,8
BDI,2018,2,10
BDI,2019,1,11
BDI,2020,0,11
BDI,2021,0,11
BDI,2022,0,11
BDI,2023,0,11
BDI,2024,0,11
BDI,2025,0,11
BDI,2026,0,11
BEL,1997,2,2
BEL,1998,0,2
BEL,1999,1,3
BEL,2000,0,3
BEL,2001,0,3
BEL,2002,1,4
BEL,2003,1,5
BEL,2004,0,5
BEL,2005,1,6
BEL,2006,1,7
BEL,2007,0,7
BEL,2008,0,7
BEL,2009,0,7
BEL,2010,1,8
BEL,2011,0,8
BEL,2012,0,8
BEL,2013,1,9
BEL,2014,1,10
BEL,2015,0,10
BEL,2016,1,11
BEL,2017,0,11
BEL,2018,1,12
BEL,2019,2,14
BEL,2020,0,14
BEL,2021,2,16
BEL,2022,0,16
BEL,2023,1,17
BEL,2024,1,18
BEL,2025,0,18
BEL,2026,0,18
BEN,2003,1,1
BEN,2004,0,1
BEN,2005,1,2
BEN,2006,0,2
BEN,2007,0,2
BEN,2008,0,2
BEN,2009,0,2
BEN,2010,0,2
BEN,2011,0,2
BEN,2012,0,2
BEN,2013,1,3
BEN,2014,0,3
BEN,2015,0,3
BEN,2016,1,4
BEN,2017,0,4
BEN,2018,2,6
BEN,2019,0,6
BEN,2020,0,6
BEN,2021,1,7
BEN,2022,3,10
BEN,2023,0,10
BEN,2024,0,10
BEN,2025,0,10
BEN,2026,0,10
BFA,2007,1,1
BFA,2008,1,2
BFA,2009,0,2
BFA,2010,0,2
BFA,2011,1,3
BFA,2012,1,4
BFA,2013,6,10
BFA,2014,3,13
BFA,2015,5,18
BFA,2016,1,19
BFA,2017,0,19
BFA,2018,4,23
BFA,2019,0,23
BFA,2020,0,23
BFA,2021,1,24
BFA,2022,0,24
BFA,2023,2,26
BFA,2024,4,30
BFA,2025,1,31
BFA,2026,0,31
BGD,2003,1,1
BGD,2004,0,1
BGD,2005,0,1
BGD,2006,0,1
BGD,2007,0,1
BGD,2008,1,2
BGD,2009,1,3
BGD,2010,1,4
BGD,2011,1,5
BGD,2012,2,7
BGD,2013,4,11
BGD,2014,1,12
BGD,2015,1,13
BGD,2016,0,13
BGD,2017,1,14
BGD,2018,5,19
BGD,2019,1,20
BGD,2020,2,22
BGD,2021,1,23
BGD,2022,2,25
BGD,2023,1,26
BGD,2024,1,27
BGD,2025,0,27
BGD,2026,0,27
BGR,1996,2,2
BGR,1997,0,2
BGR,1998,1,3
BGR,1999,0,3
BGR,2000,0,3
BGR,2001,1,4
BGR,2002,1,5
BGR,2003,1,6
BGR,2004,0,6
BGR,2005,0,6
BGR,2006,1,7
BGR,2007,0,7
BGR,2008,1,8
BGR,2009,1,9
BGR,2010,0,9
BGR,2011,3,12
BGR,2012,7,19
BGR,2013,3,22
BGR,2014,2,24
BGR,2015,1,25
BGR,2016,0,25
BGR,2017,2,27
BGR,2018,3,30
BGR,2019,3,33
BGR,2020,3,36
BGR,2021,2,38
BGR,2022,8,46
BGR,2023,4,50
BGR,2024,1,51
BGR,2025,1,52
BGR,2026,0,52
BHR,2006,1,1
BHR,2007,1,2
BHR,2008,1,3
BHR,2009,0,3
BHR,2010,0,3
BHR,2011,0,3
BHR,2012,0,3
BHR,2013,0,3
BHR,2014,0,3
BHR,2015,0,3
BHR,2016,0,3
BHR,2017,2,5
BHR,2018,0,5
BHR,2019,0,5
BHR,2020,0,5
BHR,2021,0,5
BHR,2022,0,5
BHR,2023,0,5
BHR,2024,0,5
BHR,2025,0,5
BHR,2026,0,5
BHS,2005,2,2
BHS,2006,0,2
BHS,2007,1,3
BHS,2008,0,3
BHS,2009,0,3
BHS,2010,1,4
BHS,2011,0,4
BHS,2012,0,4
BHS,2013,1,5
BHS,2014,1,6
BHS,2015,2,8
BHS,2016,0,8
BHS,2017,0,8
BHS,2018,0,8
BHS,2019,1,9
BHS,2020,0,9
BHS,2021,0,9
BHS,2022,3,12
BHS,2023,0,12
BHS,2024,0,12
BHS,2025,0,12
BHS,2026,0,12
BIH,2013,1,1
BIH,2014,0,1
BIH,2015,0,1
BIH,2016,0,1
BIH,2017,1,2
BIH,2018,0,2
BIH,2019,0,2
BIH,2020,2,4
BIH,2021,0,4
BIH,2022,0,4
BIH,2023,0,4
BIH,2024,0,4
BIH,2025,0,4
BIH,2026,0,4
BLR,1992,1,1
BLR,1993,0,1
BLR,1994,0,1
BLR,1995,0,1
BLR,1996,0,1
BLR,1997,1,2
BLR,1998,2,4
BLR,1999,1,5
BLR,2000,0,5
BLR,2001,0,5
BLR,2002,0,5
BLR,2003,0,5
BLR,2004,1,6
BLR,2005,0,6
BLR,2006,2,8
BLR,2007,4,12
BLR,2008,1,13
BLR,2009,0,13
BLR,2010,3,16
BLR,2011,0,16
BLR,2012,0,16
BLR,2013,1,17
BLR,2014,1,18
BLR,2015,3,21
BLR,2016,0,21
BLR,2017,2,23
BLR,2018,0,23
BLR,2019,4,27
BLR,2020,2,29
BLR,2021,6,35
BLR,2022,1,36
BLR,2023,0,36
BLR,2024,1,37
BLR,2025,2,39
BLR,2026,1,40
BLZ,2009,1,1
BLZ,2010,0,1
BLZ,2011,1,2
BLZ,2012,0,2
BLZ,2013,1,3
BLZ,2014,1,4
BLZ,2015,4,8
BLZ,2016,1,9
BLZ,2017,1,10
BLZ,2018,1,11
BLZ,2019,0,11
BLZ,2020,2,13
BLZ,2021,2,15
BLZ,2022,2,17
BLZ,2023,3,20
BLZ,2024,0,20
BLZ,2025,0,20
BLZ,2026,0,20
BOL,1996,1,1
BOL,1997,0,1
BOL,1998,0,1
BOL,1999,1,2
BOL,2000,1,3
BOL,2001,0,3
BOL,2002,1,4
BOL,2003,0,4
BOL,2004,0,4
BOL,2005,0,4
BOL,2006,0,4
BOL,2007,0,4
BOL,2008,1,5
BOL,2009,3,8
BOL,2010,0,8
BOL,2011,1,9
BOL,2012,2,11
BOL,2013,3,14
BOL,2014,2,16
BOL,2015,4,20
BOL,2016,7,27
BOL,2017,1,28
BOL,2018,2,30
BOL,2019,1,31
BOL,2020,1,32
BOL,2021,2,34
BOL,2022,2,36
BOL,2023,4,40
BOL,2024,5,45
BOL,2025,1,46
BOL,2026,0,46
BRA,1990,1,1
BRA,1991,0,1
BRA,1992,0,1
BRA,1993,0,1
BRA,1994,0,1
BRA,1995,0,1
BRA,1996,0,1
BRA,1997,1,2
BRA,1998,2,4
BRA,1999,2,6
BRA,2000,1,7
BRA,2001,2,9
BRA,2002,2,11
BRA,2003,0,11
BRA,2004,2,13
BRA,2005,2,15
BRA,2006,3,18
BRA,2007,7,25
BRA,2008,9,34
BRA,2009,7,41
BRA,2010,6,47
BRA,2011,8,55
BRA,2012,6,61
BRA,2013,4,65
BRA,2014,4,69
BRA,2015,4,73
BRA,2016,4,77
BRA,2017,7,84
BRA,2018,10,94
BRA,2019,9,103
BRA,2020,8,111
BRA,2021,12,123
BRA,2022,12,135
BRA,2023,18,153
BRA,2024,25,178
BRA,2025,22,200
BRA,2026,17,217
BRB,2004,1,1
BRB,2005,0,1
BRB,2006,0,1
BRB,2007,1,2
BRB,2008,0,2
BRB,2009,1,3
BRB,2010,0,3
BRB,2011,0,3
BRB,2012,1,4
BRB,2013,0,4
BRB,2014,1,5
BRB,2015,0,5
BRB,2016,1,6
BRB,2017,1,7
BRB,2018,0,7
BRB,2019,2,9
BRB,2020,0,9
BRB,2021,1,10
BRB,2022,0,10
BRB,2023,0,10
BRB,2024,2,12
BRB,2025,0,12
BRB,2026,0,12
BRN,2012,1,1
BRN,2013,1,2
BRN,2014,1,3
BRN,2015,1,4
BRN,2016,0,4
BRN,2017,0,4
BRN,2018,0,4
BRN,2019,1,5
BRN,2020,0,5
BRN,2021,1,6
BRN,2022,1,7
BRN,2023,2,9
BRN,2024,0,9
BRN,2025,1,10
BRN,2026,0,10
BTN,1995,1,1
BTN,1996,0,1
BTN,1997,0,1
BTN,1998,0,1
BTN,1999,0,1
BTN,2000,0,1
BTN,2001,1,2
BTN,2002,0,2
BTN,2003,0,2
BTN,2004,0,2
BTN,2005,0,2
BTN,2006,0,2
BTN,2007,1,3
BTN,2008,0,3
BTN,2009,1,4
BTN,2010,1,5
BTN,2011,1,6
BTN,2012,1,7
BTN,2013,3,10
BTN,2014,1,11
BTN,2015,1,12
BTN,2016,2,14
BTN,2017,2,16
BTN,2018,1,17
BTN,2019,4,21
BTN,2020,4,25
BTN,2021,2,27
BTN,2022,0,27
BTN,2023,1,28
BTN,2024,0,28
BTN,2025,1,29
BTN,2026,1,30
BWA,1996,1,1
BWA,1997,0,1
BWA,1998,0,1
BWA,1999,0,1
BWA,2000,0,1
BWA,2001,0,1
BWA,2002,0,1
BWA,2003,0,1
BWA,2004,0,1
BWA,2005,0,1
BWA,2006,0,1
BWA,2007,1,2
BWA,2008,0,2
BWA,2009,2,4
BWA,2010,1,5
BWA,2011,0,5
BWA,2012,0,5
BWA,2013,3,8
BWA,2014,0,8
BWA,2015,0,8
BWA,2016,1,9
BWA,2017,1,10
BWA,2018,0,10
BWA,2019,1,11
BWA,2020,3,14
BWA,2021,2,16
BWA,2022,0,16
BWA,2023,1,17
BWA,2024,0,17
BWA,2025,0,17
BWA,2026,0,17
CAF,2007,1,1
CAF,2008,2,3
CAF,2009,0,3
CAF,2010,0,3
CAF,2011,1,4
CAF,2012,0,4
CAF,2013,0,4
CAF,2014,0,4
CAF,2015,0,4
CAF,2016,0,4
CAF,2017,1,5
CAF,2018,0,5
CAF,2019,1,6
CAF,2020,0,6
CAF,2021,0,6
CAF,2022,0,6
CAF,2023,3,9
CAF,2024,0,9
CAF,2025,0,9
CAF,2026,0,9
CAN,1992,1,1
CAN,1993,0,1
CAN,1994,0,1
CAN,1995,0,1
CAN,1996,0,1
CAN,1997,0,1
CAN,1998,0,1
CAN,1999,0,1
CAN,2000,1,2
CAN,2001,1,3
CAN,2002,1,4
CAN,2003,1,5
CAN,2004,1,6
CAN,2005,1,7
CAN,2006,1,8
CAN,2007,0,8
CAN,2008,0,8
CAN,2009,0,8
CAN,2010,1,9
CAN,2011,0,9
CAN,2012,3,12
CAN,2013,1,13
CAN,2014,1,14
CAN,2015,1,15
CAN,2016,5,20
CAN,2017,5,25
CAN,2018,9,34
CAN,2019,3,37
CAN,2020,8,45
CAN,2021,17,62
CAN,2022,12,74
CAN,2023,14,88
CAN,2024,8,96
CAN,2025,7,103
CAN,2026,1,104
CHE,1990,0,1
CHE,1991,0,1
CHE,1992,0,1
CHE,1993,1,2
CHE,1994,0,2
CHE,1995,0,2
CHE,1996,0,2
CHE,1997,0,2
CHE,1998,0,2
CHE,1999,1,3
CHE,2000,1,4
CHE,2001,0,4
CHE,2002,0,4
CHE,2003,0,4
CHE,2004,0,4
CHE,2005,0,4
CHE,2006,0,4
CHE,2007,0,4
CHE,2008,1,5
CHE,2009,0,5
CHE,2010,0,5
CHE,2011,3,8
CHE,2012,2,10
CHE,2013,3,13
CHE,2014,1,14
CHE,2015,0,14
CHE,2016,0,14
CHE,2017,1,15
CHE,2018,2,17
CHE,2019,0,17
CHE,2020,2,19
CHE,2021,1,20
CHE,2022,2,22
CHE,2023,2,24
CHE,2024,1,25
CHE,2025,1,26
CHE,2026,0,26
CHL,1994,2,2
CHL,1995,0,2
CHL,1996,0,2
CHL,1997,0,2
CHL,1998,0,2
CHL,1999,0,2
CHL,2000,0,2
CHL,2001,0,2
CHL,2002,1,3
CHL,2003,0,3
CHL,2004,1,4
CHL,2005,1,5
CHL,2006,0,5
CHL,2007,1,6
CHL,2008,7,13
CHL,2009,0,13
CHL,2010,2,15
CHL,2011,1,16
CHL,2012,3,19
CHL,2013,5,24
CHL,2014,6,30
CHL,2015,0,30
CHL,2016,3,33
CHL,2017,5,38
CHL,2018,4,42
CHL,2019,0,42
CHL,2020,5,47
CHL,2021,5,52
CHL,2022,9,61
CHL,2023,6,67
CHL,2024,9,76
CHL,2025,4,80
CHL,2026,1,81
CHN,1990,0,2
CHN,1991,0,2
CHN,1992,0,2
CHN,1993,0,2
CHN,1994,0,2
CHN,1995,1,3
CHN,1996,0,3
CHN,1997,0,3
CHN,1998,0,3
CHN,1999,0,3
CHN,2000,0,3
CHN,2001,1,4
CHN,2002,0,4
CHN,2003,0,4
CHN,2004,0,4
CHN,2005,2,6
CHN,2006,2,8
CHN,2007,4,12
CHN,2008,4,16
CHN,2009,0,16
CHN,2010,1,17
CHN,2011,1,18
CHN,2012,1,19
CHN,2013,3,22
CHN,2014,2,24
CHN,2015,2,26
CHN,2016,6,32
CHN,2017,4,36
CHN,2018,0,36
CHN,2019,2,38
CHN,2020,4,42
CHN,2021,31,73
CHN,2022,31,104
CHN,2023,17,121
CHN,2024,12,133
CHN,2025,1,134
CHN,2026,2,136
CIV,2011,3,3
CIV,2012,4,7
CIV,2013,0,7
CIV,2014,5,12
CIV,2015,1,13
CIV,2016,3,16
CIV,2017,1,17
CIV,2018,3,20
CIV,2019,3,23
CIV,2020,1,24
CIV,2021,1,25
CIV,2022,3,28
CIV,2023,3,31
CIV,2024,4,35
CIV,2025,2,37
CIV,2026,0,37
CMR,2009,2,2
CMR,2010,0,2
CMR,2011,2,4
CMR,2012,2,6
CMR,2013,0,6
CMR,2014,0,6
CMR,2015,1,7
CMR,2016,0,7
CMR,2017,1,8
CMR,2018,0,8
CMR,2019,0,8
CMR,2020,1,9
CMR,2021,0,9
CMR,2022,0,9
CMR,2023,0,9
CMR,2024,0,9
CMR,2025,0,9
CMR,2026,0,9
COD,2009,1,1
COD,2010,0,1
COD,2011,1,2
COD,2012,1,3
COD,2013,0,3
COD,2014,2,5
COD,2015,0,5
COD,2016,1,6
COD,2017,0,6
COD,2018,1,7
COD,2019,0,7
COD,2020,1,8
COD,2021,1,9
COD,2022,0,9
COD,2023,0,9
COD,2024,0,9
COD,2025,0,9
COD,2026,0,9
COG,1998,1,1
COG,1999,0,1
COG,2000,0,1
COG,2001,0,1
COG,2002,0,1
COG,2003,1,2
COG,2004,0,2
COG,2005,0,2
COG,2006,1,3
COG,2007,1,4
COG,2008,0,4
COG,2009,0,4
COG,2010,1,5
COG,2011,0,5
COG,2012,1,6
COG,2013,1,7
COG,2014,0,7
COG,2015,1,8
COG,2016,1,9
COG,2017,1,10
COG,2018,1,11
COG,2019,0,11
COG,2020,0,11
COG,2021,0,11
COG,2022,0,11
COG,2023,0,11
COG,2024,0,11
COG,2025,0,11
COG,2026,0,11
COK,2011,1,1
COK,2012,0,1
COK,2013,1,2
COK,2014,0,2
COK,2015,0,2
COK,2016,2,4
COK,2017,0,4
COK,2018,0,4
COK,2019,0,4
COK,2020,0,4
COK,2021,0,4
COK,2022,0,4
COK,2023,0,4
COK,2024,0,4
COK,2025,0,4
COK,2026,0,4
COL,1990,0,1
COL,1991,0,1
COL,1992,0,1
COL,1993,0,1
COL,1994,0,1
COL,1995,0,1
COL,1996,0,1
COL,1997,0,1
COL,1998,0,1
COL,1999,0,1
COL,2000,0,1
COL,2001,1,2
COL,2002,2,4
COL,2003,0,4
COL,2004,1,5
COL,2005,0,5
COL,2006,2,7
COL,2007,0,7
COL,2008,0,7
COL,2009,0,7
COL,2010,1,8
COL,2011,2,10
COL,2012,3,13
COL,2013,2,15
COL,2014,2,17
COL,2015,3,20
COL,2016,6,26
COL,2017,4,30
COL,2018,6,36
COL,2019,6,42
COL,2020,7,49
COL,2021,9,58
COL,2022,9,67
COL,2023,2,69
COL,2024,7,76
COL,2025,0,76
COL,2026,1,77
COM,2006,1,1
COM,2007,0,1
COM,2008,0,1
COM,2009,0,1
COM,2010,0,1
COM,2011,0,1
COM,2012,0,1
COM,2013,1,2
COM,2014,0,2
COM,2015,1,3
COM,2016,0,3
COM,2017,0,3
COM,2018,2,5
COM,2019,1,6
COM,2020,0,6
COM,2021,0,6
COM,2022,0,6
COM,2023,0,6
COM,2024,1,7
COM,2025,1,8
COM,2026,0,8
CPV,2004,1,1
CPV,2005,0,1
CPV,2006,0,1
CPV,2007,0,1
CPV,2008,0,1
CPV,2009,1,2
CPV,2010,1,3
CPV,2011,1,4
CPV,2012,1,5
CPV,2013,0,5
CPV,2014,2,7
CPV,2015,0,7
CPV,2016,0,7
CPV,2017,1,8
CPV,2018,0,8
CPV,2019,0,8
CPV,2020,0,8
CPV,2021,0,8
CPV,2022,0,8
CPV,2023,0,8
CPV,2024,0,8
CPV,2025,0,8
CPV,2026,0,8
CRI,1990,1,1
CRI,1991,0,1
CRI,1992,0,1
CRI,1993,0,1
CRI,1994,1,2
CRI,1995,0,2
CRI,1996,1,3
CRI,1997,0,3
CRI,1998,1,4
CRI,1999,0,4
CRI,2000,0,4
CRI,2001,0,4
CRI,2002,0,4
CRI,2003,0,4
CRI,2004,0,4
CRI,2005,0,4
CRI,2006,1,5
CRI,2007,0,5
CRI,2008,1,6
CRI,2009,2,8
CRI,2010,0,8
CRI,2011,3,11
CRI,2012,1,12
CRI,2013,2,14
CRI,2014,0,14
CRI,2015,4,18
CRI,2016,1,19
CRI,2017,5,24
CRI,2018,8,32
CRI,2019,3,35
CRI,2020,0,35
CRI,2021,0,35
CRI,2022,1,36
CRI,2023,1,37
CRI,2024,1,38
CRI,2025,0,38
CRI,2026,0,38
CUB,1993,1,1
CUB,1994,2,3
CUB,1995,0,3
CUB,1996,0,3
CUB,1997,2,5
CUB,1998,0,5
CUB,1999,0,5
CUB,2000,0,5
CUB,2001,0,5
CUB,2002,1,6
CUB,2003,0,6
CUB,2004,0,6
CUB,2005,0,6
CUB,2006,1,7
CUB,2007,1,8
CUB,2008,0,8
CUB,2009,1,9
CUB,2010,1,10
CUB,2011,1,11
CUB,2012,0,11
CUB,2013,0,11
CUB,2014,0,11
CUB,2015,1,12
CUB,2016,0,12
CUB,2017,2,14
CUB,2018,1,15
CUB,2019,3,18
CUB,2020,1,19
CUB,2021,4,23
CUB,2022,5,28
CUB,2023,4,32
CUB,2024,1,33
CUB,2025,1,34
CUB,2026,0,34
CYP,2013,1,1
CYP,2014,0,1
CYP,2015,0,1
CYP,2016,0,1
CYP,2017,0,1
CYP,2018,0,1
CYP,2019,0,1
CYP,2020,1,2
CYP,2021,2,4
CYP,2022,0,4
CYP,2023,0,4
CYP,2024,1,5
CYP,2025,0,5
CYP,2026,0,5
CZE,1995,1,1
CZE,1996,0,1
CZE,1997,0,1
CZE,1998,0,1
CZE,1999,0,1
CZE,2000,2,3
CZE,2001,3,6
CZE,2002,1,7
CZE,2003,0,7
CZE,2004,0,7
CZE,2005,0,7
CZE,2006,0,7
CZE,2007,0,7
CZE,2008,0,7
CZE,2009,0,7
CZE,2010,0,7
CZE,2011,0,7
CZE,2012,5,12
CZE,2013,0,12
CZE,2014,1,13
CZE,2015,0,13
CZE,2016,1,14
CZE,2017,4,18
CZE,2018,1,19
CZE,2019,1,20
CZE,2020,2,22
CZE,2021,7,29
CZE,2022,3,32
CZE,2023,1,33
CZE,2024,3,36
CZE,2025,3,39
CZE,2026,0,39
DEU,1990,1,3
DEU,1991,0,3
DEU,1992,0,3
DEU,1993,0,3
DEU,1994,0,3
DEU,1995,0,3
DEU,1996,0,3
DEU,1997,1,4
DEU,1998,0,4
DEU,1999,0,4
DEU,2000,1,5
DEU,2001,0,5
DEU,2002,2,7
DEU,2003,0,7
DEU,2004,0,7
DEU,2005,1,8
DEU,2006,0,8
DEU,2007,2,10
DEU,2008,4,14
DEU,2009,2,16
DEU,2010,2,18
DEU,2011,1,19
DEU,2012,2,21
DEU,2013,0,21
DEU,2014,2,23
DEU,2015,3,26
DEU,2016,4,30
DEU,2017,3,33
DEU,2018,2,35
DEU,2019,4,39
DEU,2020,9,48
DEU,2021,14,62
DEU,2022,13,75
DEU,2023,13,88
DEU,2024,3,91
DEU,2025,2,93
DEU,2026,1,94
DJI,1999,1,1
DJI,2000,1,2
DJI,2001,0,2
DJI,2002,0,2
DJI,2003,0,2
DJI,2004,0,2
DJI,2005,0,2
DJI,2006,2,4
DJI,2007,0,4
DJI,2008,0,4
DJI,2009,1,5
DJI,2010,0,5
DJI,2011,0,5
DJI,2012,1,6
DJI,2013,0,6
DJI,2014,2,8
DJI,2015,1,9
DJI,2016,0,9
DJI,2017,0,9
DJI,2018,0,9
DJI,2019,0,9
DJI,2020,0,9
DJI,2021,0,9
DJI,2022,0,9
DJI,2023,0,9
DJI,2024,0,9
DJI,2025,0,9
DJI,2026,0,9
DMA,2002,1,1
DMA,2003,0,1
DMA,2004,0,1
DMA,2005,0,1
DMA,2006,0,1
DMA,2007,0,1
DMA,2008,0,1
DMA,2009,0,1
DMA,2010,0,1
DMA,2011,0,1
DMA,2012,1,2
DMA,2013,0,2
DMA,2014,2,4
DMA,2015,0,4
DMA,2016,1,5
DMA,2017,0,5
DMA,2018,2,7
DMA,2019,0,7
DMA,2020,1,8
DMA,2021,0,8
DMA,2022,1,9
DMA,2023,0,9
DMA,2024,0,9
DMA,2025,0,9
DMA,2026,0,9
DNK,1990,1,2
DNK,1991,0,2
DNK,1992,0,2
DNK,1993,0,2
DNK,1994,0,2
DNK,1995,0,2
