iso3,jurisdiction,methodology_round,report_type,report_date,assessment_body,IO1,IO2,IO3,IO4,IO5,IO6,IO7,IO8,IO9,IO10,IO11,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,IO1_num,IO2_num,IO3_num,IO4_num,IO5_num,IO6_num,IO7_num,IO8_num,IO9_num,IO10_num,IO11_num,R1_num,R2_num,R3_num,R4_num,R5_num,R6_num,R7_num,R8_num,R9_num,R10_num,R11_num,R12_num,R13_num,R14_num,R15_num,R16_num,R17_num,R18_num,R19_num,R20_num,R21_num,R22_num,R23_num,R24_num,R25_num,R26_num,R27_num,R28_num,R29_num,R30_num,R31_num,R32_num,R33_num,R34_num,R35_num,R36_num,R37_num,R38_num,R39_num,R40_num,n_upgrades,n_downgrades
SUR,Suriname,2013,MER+FUR(s),2025-12,CFATF,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LC,PC,C,LC,C,LC,NC,NC,LC,LC,C,LC,C,LC,NC,LC,LC,LC,C,LC,C,LC,PC,NC,NC,C,LC,LC,PC,C,PC,PC,LC,C,PC,PC,PC,NC,PC,PC,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,3,2,0,0,2,2,3,2,3.0,2,0,2,2.0,2,3,2,3,2,1,0,0.0,3,2,2,1,3,1,1,2,3,1,1,1,0,1,1,3,
SWE,Sweden,2013,MER+FUR(s),2020-09,FATF,ME,HE,ME,ME,ME,ME,SE,SE,SE,ME,SE,LC,C,LC,LC,LC,PC,PC,LC,C,LC,C,C,LC,C,LC,C,LC,LC,C,C,C,LC,LC,LC,LC,LC,LC,LC,C,C,LC,PC,LC,LC,LC,C,LC,LC,C,C,1,3,1,1,1,1,2,2,2,1,2,2,3,2,2,2,1,1,2,3,2,3,3,2.0,3,2,3,2.0,2,3,3,3,2,2,2,2.0,2,2,2,3,3,2,1,2,2,2,3,2,2,3,3,1,1
CHE,Switzerland,2013,MER+FUR(s),2023-10,FATF,SE,ME,ME,ME,ME,SE,SE,SE,SE,SE,SE,LC,LC,LC,LC,LC,LC,C,LC,C,LC,C,LC,LC,C,LC,LC,LC,LC,C,LC,LC,PC,PC,LC,LC,LC,LC,LC,C,C,LC,LC,C,LC,PC,LC,LC,LC,LC,LC,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2.0,3,2,2,2.0,2,3,2,2,1,1,2,2.0,2,2,2,3,3,2,2,3,2,1,2,2,2,2,2,2,
TJK,Tajikistan,2013,MER+FUR(s),2024-11,EAG,SE,SE,ME,ME,ME,ME,LE,ME,SE,ME,LE,LC,C,LC,LC,LC,LC,LC,LC,C,LC,LC,LC,LC,LC,PC,LC,PC,LC,LC,C,C,LC,LC,LC,LC,PC,LC,PC,C,LC,C,LC,LC,LC,LC,C,LC,LC,LC,LC,2,2,1,1,1,1,0,1,2,1,0,2,3,2,2,2,2,2,2,3,2,2,2,2.0,2,1,2,1.0,2,2,3,3,2,2,2,2.0,1,2,1,3,2,3,2,2,2,2,3,2,2,2,2,2,
TZA,Tanzania,2013,MER+FUR(s),2023-09,ESAAMLG,LE,ME,LE,LE,LE,LE,LE,ME,LE,LE,LE,PC,PC,C,LC,LC,PC,NC,NC,LC,LC,LC,PC,C,LC,PC,PC,PC,C,C,LC,C,PC,PC,PC,NC,PC,LC,NC,LC,C,PC,PC,PC,PC,PC,LC,LC,LC,C,LC,0,1,0,0,0,0,0,1,0,0,0,1,1,3,2,2,1,0,0,2,2,2,1,3.0,2,1,1,1.0,3,3,2,3,1,1,1,0.0,1,2,0,2,3,1,1,1,1,1,2,2,2,3,2,7,
THA,Thailand,2013,MER+FUR(s),2023-10,APG,SE,SE,ME,LE,LE,SE,ME,SE,ME,ME,LE,LC,C,LC,LC,LC,LC,LC,PC,LC,LC,LC,LC,LC,LC,LC,LC,C,LC,LC,LC,LC,NC,PC,PC,PC,LC,LC,PC,LC,C,LC,LC,LC,LC,PC,LC,LC,C,LC,LC,2,2,1,0,0,2,1,2,1,1,0,2,3,2,2,2,2,2,1,2,2,2,2,2.0,2,2,2,3.0,2,2,2,2,0,1,1,1.0,2,2,1,2,3,2,2,2,2,1,2,2,3,2,2,2,
TLS,Timor-Leste,2013,MER,2024-11,APG,ME,ME,LE,ME,LE,ME,ME,LE,LE,LE,LE,PC,LC,LC,LC,LC,NC,NC,NC,LC,PC,LC,LC,LC,LC,NC,LC,,LC,PC,LC,LC,PC,PC,PC,PC,PC,LC,NC,LC,C,LC,PC,PC,PC,PC,LC,LC,LC,LC,LC,1,1,0,1,0,1,1,0,0,0,0,1,2,2,2,2,0,0,0,2,1,2,2,2.0,2,0,2,,2,1,2,2,1,1,1,1.0,1,2,0,2,3,2,1,1,1,1,2,2,2,2,2,,
TGO,Togo,2013,MER+FUR(s),2025-05,GIABA,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,PC,PC,C,LC,PC,PC,PC,PC,C,PC,LC,PC,LC,PC,NC,PC,LC,LC,NC,PC,C,PC,PC,PC,PC,PC,C,PC,PC,C,C,PC,PC,LC,PC,LC,LC,LC,LC,LC,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,1,1,1,1,3,1,2,1,2.0,1,0,1,2.0,2,0,1,3,1,1,1,1.0,1,3,1,1,3,3,1,1,2,1,2,2,2,2,2,1,
TON,Tonga,2013,MER,2021-09,APG,LE,ME,LE,LE,LE,LE,LE,LE,LE,LE,LE,PC,LC,PC,LC,PC,PC,NC,PC,C,NC,PC,NC,NC,LC,NC,NC,NC,NC,NC,NC,LC,NC,NC,PC,NC,PC,PC,PC,PC,LC,PC,PC,LC,PC,PC,PC,PC,PC,LC,PC,0,1,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,0,1,3,0,1,0,0.0,2,0,0,0.0,0,0,0,2,0,0,1,0.0,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,,
TTO,Trinidad and Tobago,2013,MER+FUR(s),2019-06,CFATF,ME,ME,ME,ME,ME,ME,LE,LE,LE,LE,LE,LC,LC,LC,LC,C,C,LC,PC,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,PC,C,LC,PC,C,C,LC,C,C,C,PC,LC,C,PC,C,LC,1,1,1,1,1,1,0,0,0,0,0,2,2,2,2,3,3,2,1,3,3,3,3,3.0,3,3,3,3.0,3,3,3,3,3,3,3,1.0,3,2,1,3,3,2,3,3,3,1,2,3,1,3,2,18,
TUN,Tunisia,2013,MER+FUR(s),2020-01,MENAFATF,ME,ME,LE,LE,LE,ME,ME,ME,LE,LE,LE,LC,PC,C,LC,LC,C,LC,C,C,LC,C,LC,LC,LC,LC,LC,LC,LC,LC,C,C,LC,PC,LC,LC,LC,LC,LC,LC,C,LC,LC,PC,LC,LC,LC,C,PC,C,LC,1,1,0,0,0,1,1,1,0,0,0,2,1,3,2,2,3,2,3,3,2,3,2,2.0,2,2,2,2.0,2,2,3,3,2,1,2,2.0,2,2,2,2,3,2,2,1,2,2,2,3,1,3,2,9,1
TKM,Turkmenistan,2013,MER,2023-07,EAG,SE,SE,ME,ME,LE,ME,ME,SE,SE,ME,ME,LC,LC,LC,PC,LC,LC,LC,PC,C,LC,C,PC,C,LC,PC,PC,C,LC,LC,C,C,LC,PC,PC,PC,PC,LC,PC,C,LC,LC,LC,PC,LC,LC,LC,LC,PC,LC,PC,2,2,1,1,0,1,1,2,2,1,1,2,2,2,1,2,2,2,1,3,2,3,1,3.0,2,1,1,3.0,2,2,3,3,2,1,1,1.0,1,2,1,3,2,2,2,1,2,2,2,2,1,2,1,,
TCA,Turks and Caicos Islands,2013,MER+FUR(s),2023-11,CFATF,ME,ME,LE,LE,ME,ME,LE,LE,LE,ME,ME,PC,LC,C,C,C,LC,LC,LC,C,C,C,C,LC,C,NC,LC,C,C,C,C,C,LC,C,LC,C,LC,C,C,C,C,LC,C,LC,LC,LC,PC,LC,LC,C,C,1,1,0,0,1,1,0,0,0,1,1,1,2,3,3,3,2,2,2,3,3,3,3,2.0,3,0,2,3.0,3,3,3,3,2,3,2,3.0,2,3,3,3,3,2,3,2,2,2,1,2,2,3,3,2,1
TUR,Türkiye,2013,MER+FUR(s),2023-07,FATF,SE,SE,ME,ME,ME,ME,ME,ME,ME,LE,LE,LC,LC,LC,C,LC,LC,LC,LC,C,LC,C,C,LC,LC,PC,LC,C,LC,LC,C,C,LC,C,LC,LC,C,LC,LC,C,C,LC,LC,LC,LC,LC,LC,C,C,C,LC,2,2,1,1,1,1,1,1,1,0,0,2,2,2,3,2,2,2,2,3,2,3,3,2.0,2,1,2,3.0,2,2,3,3,2,3,2,2.0,3,2,2,3,3,2,2,2,2,2,2,3,3,3,2,5,1
UGA,Uganda,2013,MER+FUR(s),2026-03,ESAAMLG,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LC,LC,C,LC,C,C,C,PC,C,LC,C,C,C,LC,PC,C,C,C,C,C,C,LC,LC,LC,NC,LC,C,PC,C,PC,LC,C,C,LC,LC,C,PC,PC,NC,PC,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,3,3,1,3,2,3,3,3.0,2,1,3,3.0,3,3,3,3,2,2,2,0.0,2,3,1,3,1,2,3,3,2,2,3,1,1,0,1,3,
UKR,Ukraine,2013,MER+FUR(s),2020-09,MONEYVAL,SE,ME,ME,ME,ME,SE,LE,ME,ME,ME,ME,LC,C,LC,LC,LC,PC,PC,LC,C,LC,C,LC,C,LC,PC,C,,LC,C,C,LC,LC,LC,LC,PC,LC,LC,PC,C,C,C,LC,PC,C,LC,LC,LC,LC,LC,LC,2,1,1,1,1,2,0,1,1,1,1,2,3,2,2,2,1,1,2,3,2,3,2,3.0,2,1,3,,2,3,3,2,2,2,2,1.0,2,2,1,3,3,3,2,1,3,2,2,2,2,2,2,2,1
ARE,United Arab Emirates,2013,MER+FUR(s),2023-07,MENAFATF,ME,LE,ME,ME,LE,ME,LE,ME,SE,ME,LE,LC,LC,LC,LC,LC,C,C,LC,C,LC,LC,LC,C,LC,PC,C,LC,LC,C,C,LC,LC,LC,LC,LC,C,C,LC,C,C,C,C,LC,LC,LC,C,LC,LC,C,LC,1,0,1,1,0,1,0,1,2,1,0,2,2,2,2,2,3,3,2,3,2,2,2,3.0,2,1,3,2.0,2,3,3,2,2,2,2,2.0,3,3,2,3,3,3,3,2,2,2,3,2,2,3,2,3,1
GBR,United Kingdom,2013,MER+FUR(s),2022-06,FATF,HE,SE,ME,ME,SE,ME,SE,SE,HE,HE,HE,LC,C,C,C,C,LC,LC,C,C,LC,C,C,C,C,LC,C,LC,LC,LC,C,C,LC,LC,LC,C,C,C,C,PC,C,C,LC,LC,C,C,C,LC,C,C,LC,3,2,1,1,2,1,2,2,3,3,3,2,3,3,3,3,2,2,3,3,2,3,3,3.0,3,2,3,2.0,2,2,3,3,2,2,2,3.0,3,3,3,1,3,3,2,2,3,3,3,2,3,3,2,1,
USA,United States,2013,MER+FUR(s),2024-03,FATF,SE,SE,ME,ME,LE,SE,SE,HE,HE,HE,HE,PC,C,LC,LC,C,LC,LC,LC,C,LC,LC,PC,LC,LC,LC,PC,LC,LC,LC,PC,C,NC,NC,LC,PC,LC,C,NC,C,C,LC,C,LC,LC,LC,LC,LC,LC,LC,C,2,2,1,1,0,2,2,3,3,3,3,1,3,2,2,3,2,2,2,3,2,2,1,2.0,2,2,1,2.0,2,2,1,3,0,0,2,1.0,2,3,0,3,3,2,3,2,2,2,2,2,2,2,3,1,
URY,Uruguay,2013,MER,2020-01,GAFILAT,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,LC,C,LC,LC,LC,LC,LC,C,C,LC,C,C,LC,LC,LC,LC,,C,C,LC,C,LC,LC,LC,LC,C,C,LC,LC,C,C,C,C,C,LC,C,LC,LC,LC,LC,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,2,3,3,2,3,3,2.0,2,2,2,,3,3,2,3,2,2,2,2.0,3,3,2,2,3,3,3,3,3,2,3,2,2,2,2,,
UZB,Uzbekistan,2013,MER+FUR(s),2023-07,EAG,SE,SE,ME,ME,ME,SE,ME,ME,SE,SE,SE,LC,C,LC,LC,LC,LC,LC,PC,LC,LC,LC,PC,LC,LC,LC,LC,LC,PC,LC,C,LC,LC,LC,LC,PC,PC,LC,LC,C,C,C,C,LC,LC,PC,LC,C,LC,C,LC,2,2,1,1,1,2,1,1,2,2,2,2,3,2,2,2,2,2,1,2,2,2,1,2.0,2,2,2,2.0,1,2,3,2,2,2,2,1.0,1,2,2,3,3,3,3,2,2,1,2,3,2,3,2,3,
VUT,Vanuatu,2013,MER+FUR(s),2018-09,APG,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,C,C,C,C,C,C,C,LC,LC,LC,LC,LC,LC,C,LC,C,C,LC,PC,LC,LC,LC,LC,LC,LC,LC,C,LC,LC,C,C,LC,LC,C,C,C,C,LC,C,LC,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,2,2.0,3,2,3,3.0,2,1,2,2,2,2,2,2.0,2,3,2,2,3,3,2,2,3,3,3,3,2,3,2,27,
VEN,Venezuela,2013,MER+FUR(s),2025-10,CFATF,ME,LE,LE,LE,LE,LE,LE,LE,LE,LE,LE,PC,LC,LC,PC,PC,PC,NC,NC,LC,PC,LC,PC,LC,PC,PC,PC,PC,PC,PC,PC,LC,PC,PC,NC,NC,PC,PC,PC,PC,LC,LC,PC,PC,PC,PC,LC,PC,PC,LC,PC,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,0,0,2,1,2,1,2.0,1,1,1,1.0,1,1,1,2,1,1,0,0.0,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,2,
VNM,Viet Nam,2013,MER+FUR(s),2025-02,APG,ME,ME,LE,LE,LE,LE,LE,SE,SE,LE,LE,LC,LC,PC,LC,LC,LC,PC,LC,LC,PC,PC,NC,LC,PC,NC,PC,PC,PC,PC,PC,PC,PC,PC,PC,PC,PC,PC,PC,PC,C,LC,LC,C,PC,NC,LC,LC,PC,LC,LC,1,1,0,0,0,0,0,2,2,0,0,2,2,1,2,2,2,1,2,2,1,1,0,2.0,1,0,1,1.0,1,1,1,1,1,1,1,1.0,1,1,1,1,3,2,2,3,1,0,2,2,1,2,2,3,
ZMB,Zambia,2013,MER+FUR(s),2023-09,ESAAMLG,ME,ME,ME,ME,LE,ME,ME,ME,ME,ME,LE,LC,LC,C,C,PC,PC,PC,PC,C,LC,LC,LC,C,LC,PC,C,LC,LC,LC,C,C,LC,LC,PC,PC,PC,C,PC,C,LC,LC,C,C,C,PC,LC,LC,LC,LC,LC,1,1,1,1,0,1,1,1,1,1,0,2,2,3,3,1,1,1,1,3,2,2,2,3.0,2,1,3,2.0,2,2,3,3,2,2,1,1.0,1,3,1,3,2,2,3,3,3,1,2,2,2,2,2,2,2
ZWE,Zimbabwe,2013,MER+FUR(s),2024-04,ESAAMLG,LE,LE,LE,LE,LE,LE,LE,LE,ME,ME,LE,LC,PC,C,C,LC,C,LC,PC,C,C,C,C,LC,C,PC,C,LC,C,C,C,C,C,C,LC,LC,LC,LC,LC,LC,C,LC,LC,C,LC,LC,C,C,LC,C,LC,0,0,0,0,0,0,0,0,1,1,0,2,1,3,3,2,3,2,1,3,3,3,3,2.0,3,1,3,2.0,3,3,3,3,3,3,2,2.0,2,2,2,2,3,2,2,3,2,2,3,3,2,3,2,1,3
