iso3,C1_score,C2_score,C3_score,C4_score,C5_score,C6_score,C8_score,C9_score,C10_score,C11_score,C12_score,C13_score,C14_score,C15_score,C16_score,C17_score,C18_score,C19_score,C20_score,C21_score,C22_score,C23_score,C24_score,C25_score,C1_lowconf,C2_lowconf,C3_lowconf,C4_lowconf,C5_lowconf,C6_lowconf,C8_lowconf,C9_lowconf,C10_lowconf,C11_lowconf,C12_lowconf,C13_lowconf,C14_lowconf,C15_lowconf,C16_lowconf,C17_lowconf,C18_lowconf,C19_lowconf,C20_lowconf,C21_lowconf,C22_lowconf,C23_lowconf,C24_lowconf,C25_lowconf
CMR,0.32891124014050027,0.38222746054146,0.47842714513755213,0.31444637913962026,0.33940839407303686,0.3745480560540254,0.509881438420543,0.3614158802308039,0.4999318302235186,0.29228737442938946,0.42906789128547834,0.4107733048021161,0.4303217426390728,0.291143310833094,0.31033903779662597,0.43759311845586774,0.2970952588799404,0.3330588758915929,0.26008350095877797,0.3140972419166677,0.41672138566855244,0.3099229800376984,0.30991823802424584,0.31864473237683655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COD,0.3268308222646448,0.3137908054510873,0.3049357129286374,0.2200704529603085,0.23803237495312757,0.27812057745929464,0.4097749627810845,0.2789081790234877,0.4211810002409306,0.3321573645845067,0.4398285630755188,0.2753702637653093,0.43565105631445017,0.28510797246286207,0.20297050675618847,0.17398677244116892,0.27839415589611305,0.34876731450499787,0.3079850482699789,0.44001714406119524,0.3586595957469525,0.3994503929681946,0.387936458259777,0.3403714913672339,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COG,0.35637097648409705,0.5217077452381723,0.26508735248786297,0.36317305033123753,0.29541442404464857,0.3139993869532145,0.4637591815215432,0.23937070363990232,0.1712676520308806,0.31595845104325343,0.40098502920968887,0.3840908636260942,0.37679178487208603,0.38921221015669183,0.32293484235213793,0.3404093881595426,0.29567941958117583,0.35934308265061893,0.25355240439763194,0.34756731295682314,0.3565633151808551,0.3684120157831596,0.3065335625738083,0.30508535223059435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COL,0.4886600012097598,0.40398113668094343,0.5371411225406537,0.494326213955638,0.5360241854194949,0.5036740833663664,0.5621468493839653,0.5608575317640611,0.5889684828977101,0.5682322790982758,0.6021738333299328,0.42719475101832316,0.39539458660598414,0.5751522970495522,0.31080934280984385,0.5312177388016707,0.4768408489168849,0.6476299147335178,0.5669523390787917,0.5168211826420668,0.5265520450900489,0.5227064264983574,0.5233756910408326,0.5542189149111147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
COM,0.5202004246026877,0.544895362871766,0.35097037576087664,0.33736122022537096,0.3373244233840529,0.3369087254102264,0.2943369762034786,0.29867691671528035,0.4872352678385707,0.35202778378692035,0.3443595752472306,0.37918640221060884,0.31108411423326043,0.30499058205828206,0.42001534701419285,0.2821361919929992,0.34328649220853735,0.35573375916500816,0.3005465370567292,0.4078570640446331,0.40349636617491846,0.41430744170242484,0.43966971975378305,0.2891601752651675,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CPV,0.6479297649974137,0.5989563230318842,0.38753062700752544,0.5449278276011442,0.5119573858908893,0.515224296852601,0.49512971389659854,0.29867691671528035,0.6074508205466848,0.4261609311568546,0.35065946984310575,0.5666091504081671,0.4034886517218082,0.6440787140636485,0.5905150457138864,0.5973538675360365,0.5812273438667983,0.5942858517449063,0.6190477909525203,0.5615245348665466,0.6161733999302422,0.5936844102166874,0.5901992563273456,0.5109817803232084,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CRI,0.6643963681944903,0.5967988743020926,0.585515609390923,0.6496885341207925,0.6190116145293009,0.6248591016342984,0.6385705336697178,0.5434416509207304,0.5778790803083252,0.6272374781434674,0.541233478404459,0.5874613470337935,0.544670988616237,0.6568168790973294,0.5610792728579698,0.6789109633600633,0.6087480799699918,0.7236019219605817,0.6956266075304762,0.6329314182029008,0.6419409882346535,0.6042574956641785,0.6591719242369786,0.6243471350888331,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CUB,0.513143958630495,0.5724247333712493,0.2948697845986206,0.34817968653447295,0.5793208337688283,0.2445602504983548,0.1593546670047506,0.6859299462270716,0.1473209710769916,0.396368231237834,0.4177798133963432,0.6305321870085598,0.35769638225954786,0.3893827865121581,0.43194202890237593,0.242410778036922,0.4722272980727164,0.22427695291243444,0.3104391743837286,0.2730838811571497,0.36225837037550507,0.19277795885523516,0.12592992628316577,0.3435300596028767,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
CUW,,0.5457746478873239,,,0.5213092213533851,,0.5100041692327215,0.470557820010204,,,0.020539906103286366,,,,0.1439210950080515,,,,,,,0.503755868544601,,,,True,,,False,,True,False,,,True,,,,True,,,,,,,True,,
CYM,,0.5958116130192442,,0.7002150380820605,0.5981344841456576,0.6833199278447225,,0.5264312826454364,,0.0283893073461717,0.15364919226143803,,,,0.4015700483091787,,,,,,,0.503755868544601,,,,False,,True,False,True,,False,,True,True,,,,True,,,,,,,True,,
CYP,0.6106084873874856,0.5595829572339156,0.5440028894045633,0.6224692373540723,0.6532590105845661,0.6183504348114665,0.6165242461393832,0.6350522253266235,0.6887731062021737,0.6817064458873324,0.6006100351608636,0.40897966252514895,0.646653527773317,0.6079613642918617,0.637030805572022,0.6258406700162575,0.6346466733183753,0.5887637266387735,0.6486897666174569,0.606056905607473,0.583425501494913,0.5747842112634428,0.6171988431882501,0.5931469448741622,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CZE,0.6620775267290943,0.5498258506276276,0.5593685251248076,0.7432577418402443,0.6227093021417398,0.6829054458800213,0.59633684532497,0.5836535073279625,0.6997017928120023,0.6801867623407908,0.7000408749423379,0.6721520506230706,0.6777857966361921,0.6655362704330487,0.7357383434640804,0.6738447466157339,0.6376377927529172,0.6891407312901506,0.6807608633413758,0.631944130181125,0.6626179994373544,0.6289290394923639,0.6145676150374938,0.6250337932134864,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DEU,0.7263865400158989,0.5965069850252557,0.6183845290616332,0.8318721573531566,0.6603501119744295,0.7690025390682311,0.737628944781753,0.6525835907001304,0.7069340118920359,0.7392917055531013,0.7629020725589655,0.6738299381599006,0.6852758984419177,0.7456696074228074,0.7306224666793574,0.7835241134874653,0.765436429524512,0.7619131694786115,0.7041449733753691,0.6974629056998126,0.6874986405792434,0.612650708888532,0.6803918182696341,0.7064676894648907,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DJI,0.4394217384047241,0.5404807813475289,0.2623733668362337,0.4360876496523143,0.3158908497177842,0.4190287247087479,0.48748697730740015,0.29502025040886587,0.3073940867150686,0.28404919767186526,0.4115193405062217,0.4440261601867726,0.5983888672913847,0.34502844351208656,0.3548184080986317,0.3560959184000018,0.4050935810523165,0.28407486649732416,0.30450157945392575,0.3534557697994816,0.3781805460184565,0.37095412434939184,0.37038085859910813,0.33841569911072583,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DMA,,0.5756430553719594,0.27693713555321375,0.5107136383768349,0.46752482412632884,0.49791139308541954,0.38933230922255596,0.5609730162942373,,0.41795560518141484,0.39950995009424156,,0.5662076124633525,0.5425760416470348,0.4239244178411771,0.4856360000333545,0.62478604610365,,0.6297714130043434,0.6224891338723363,0.5922735165713797,0.4855313610305666,0.635509097496344,0.33676953417018635,,False,False,False,False,False,False,False,,False,False,,False,True,True,True,False,,True,True,False,True,True,False
DNK,0.7638222526401507,0.6247434528246937,0.6437888866001902,0.8344343360209729,0.6801711547308913,0.8379279803150063,0.5717119256754108,0.5604520191960244,0.6106651401378108,0.7499093315022028,0.788676103239315,0.67381339309207,0.7788422455863976,0.7780525870746863,0.7486659019361063,0.7577687129961973,0.8661734434381504,0.7544423386642316,0.7212523654810685,0.7533906668065943,0.6636546398602522,0.6827870560988258,0.732085883829872,0.7041521933458917,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DOM,0.5006398132052138,0.5697452133298951,0.48745615508422285,0.48047939527695593,0.4969672597060076,0.46826258821591066,0.6181099939077422,0.5762670093494585,0.5722540210238546,0.5553675704027721,0.4768971073532735,0.6022104147285591,0.3993969514130033,0.5350370038036397,0.46874914718731664,0.5034555224478109,0.43929233608317175,0.40539175547600415,0.5546607436232316,0.5666401390480642,0.5224555981306972,0.5624102244255016,0.6263917511645812,0.5624010057051797,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DZA,0.48217029898946134,0.47502155871039675,0.3198212007047199,0.4110327071929712,0.5454385117842304,0.3577629571107096,0.3766341654702901,0.436704573773217,0.0862488988455968,0.2978919766621442,0.4244152081270362,0.5486046727771391,0.3494304422022622,0.333806268600343,0.4888317115288354,0.4625541462248647,0.4250592114821957,0.32744354802940784,0.36313419389851553,0.3077383651928108,0.36013638176008506,0.2951594616592227,0.28420114332867813,0.38301224538707807,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ECU,0.4096408376564677,0.5104870846839173,0.5315924342636036,0.39955531953739215,0.48927135406661293,0.39930900018656296,0.5530680668780652,0.5327757864275146,0.511824812710685,0.49560971317747227,0.5155184162737962,0.45089576115115054,0.3363561129088141,0.4712690816035143,0.3441926052508221,0.4533765486466644,0.4057848301154948,0.4966162194066846,0.6036663923612177,0.447550990390447,0.5395035255677565,0.5069237246158121,0.4767026862350188,0.45531515771532105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EGY,0.3347357858592758,0.46978785324766487,0.46424587102127146,0.38291920072536506,0.6022667970821575,0.3266200793948587,0.5244700574018211,0.6113297400964722,0.2095180551652805,0.43560007292965297,0.42533385770829263,0.5331277947177812,0.24150100823320034,0.40775936522108946,0.3906444776128905,0.3602641225990308,0.3965736911669395,0.29178413623190264,0.2633794414301377,0.3166690464815899,0.3144793918175733,0.24249246983143877,0.22875090781618304,0.3272172368665101,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ESP,0.5767943262610048,0.5848352601630463,0.6092481085261989,0.6741729752425938,0.6557517674900882,0.6326755641567031,0.6638023942614093,0.8227481187749813,0.621915258706752,0.7264061065807885,0.6804236214994457,0.6535468001813135,0.6594259012268947,0.6873893976516248,0.7044607717479286,0.6497289940338391,0.6522035996177262,0.6090088317837685,0.6836595373602525,0.6611120271555131,0.6522058531069186,0.5389314281916436,0.6455915792568819,0.5957290697816908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
EST,0.6177911010593612,0.6149440043410844,0.6161734994881091,0.7776490008309593,0.6385307744153196,0.761510149348274,0.7009868400351774,0.5599310220978113,0.6334868092348057,0.7147457615669748,0.6896528729450202,0.6856757047462728,0.6435549399368302,0.724579054435031,0.7160121357085748,0.6982297251406244,0.7674251672800232,0.680605792983149,0.6901958434739646,0.6805476651733321,0.6827717804085023,0.6664337508280376,0.7057318898737149,0.6976969494793694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ETH,0.3313389923717278,0.37277949651401604,0.39071692215252807,0.3432522188707555,0.2426247675427585,0.3210951270362007,0.34165510375154073,0.4017643807504629,0.291643920718551,0.25749757305969656,0.4891037543400209,0.2853357599826309,0.4016013733507543,0.34342789622057573,0.2321247421425864,0.31588015295312427,0.4471218886754944,0.25136504620588995,0.39428591132966917,0.38611127671324763,0.30848388687920714,0.32833823696389086,0.3744736388316326,0.42606327612861855,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FIN,0.7325689052048681,0.6247067274974729,0.6366343114228525,0.7966671707138812,0.6898958090257515,0.8159487114809816,0.5429155014524223,0.6209536103932621,0.565021801943821,0.7497811894460814,0.7555385443644602,0.6832445588865599,0.6514044156869918,0.7757043493313939,0.7478190968395132,0.6863026071318725,0.8069312100139316,0.7260756742955319,0.7298763759047459,0.6713370494355514,0.6786529627052376,0.6389231636492319,0.6650065295168867,0.7290902080944248,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FJI,0.5082338897120221,0.503443265281049,0.40961170043623507,0.5576407464749837,0.5549019791042578,0.5397465488761167,0.4961685193567301,0.4671250695700584,0.5603610385366883,0.4229204932068365,0.5013705345774228,0.5260983588800197,0.37780950023507076,0.5521538260744643,0.5527120283477667,0.3740035598101234,0.5876817194054442,0.5466709659500453,0.48302090620210797,0.5401636836853425,0.5235047158224025,0.5100756881088616,0.5964686959467922,0.525195272195591,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FRA,0.6483284710077301,0.5628874264121325,0.5757924875435245,0.71816691107023,0.6733295370405051,0.6862273149254973,0.748027389006471,0.8007420087649028,0.5605217545162445,0.7346278629337218,0.7178481861316919,0.6374036000642724,0.7274706778196716,0.666038701606278,0.6362365520260725,0.6862699952948234,0.7101162144045507,0.6887949498037641,0.696671545301115,0.6431122551006929,0.5757895244918751,0.628520854391565,0.601544081193308,0.6669899830738256,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FRO,,0.5457746478873239,,,0.6965532260527731,,,,,,0.24079320901543516,,,,,,,,,,,0.503755868544601,,,,True,,,True,,,,,,True,,,,,,,,,,,True,,
FSM,0.6119270957037884,0.5974397831467613,0.23193428058745985,0.4634338823963839,0.3924077760497395,0.3622599026145412,0.4672467469321963,,,0.2371938058207832,0.3424038602558257,0.6733819562244401,0.625136761487965,,0.7553142781848565,,0.6181673857889101,,0.6212123135413286,0.7484504006733372,0.5530386918176918,0.49297019003596076,0.6984897308968445,0.2383814230029293,True,False,False,True,False,True,True,,,True,False,True,True,,True,,True,,True,True,False,True,True,True
GAB,0.49133945994158507,0.36770785568717956,0.30893037826687786,0.49591822385734596,0.4082924265108155,0.36696379560052117,0.44790127789295936,0.23937070363990232,0.3869484965954382,0.2766121009228203,0.42465846165645815,0.4684425991262376,0.6173525295535002,0.40515699985087766,0.4632279379484005,0.45579828526645655,0.36803844191670954,0.28212197103405245,0.312119039408116,0.5292718733910838,0.53178939649534,0.48068226929830804,0.4830737844098634,0.41927344288559865,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GBR,0.5776520056194696,0.5127312263496183,0.5974673400314781,0.6793731543472031,0.6528130890643783,0.7548077074979063,0.46265102064107955,0.8284182415334126,0.6278617499503352,0.7217052536500931,0.7083955774033069,0.6487339954796848,0.6512211013947595,0.691986544138133,0.6489842900029859,0.6596734913078391,0.7374773864034626,0.7037006985682353,0.6715862541394935,0.612574943792743,0.5677853442093481,0.5839759987025145,0.6014363434352854,0.63452235323238,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GEO,0.455696248323179,0.46458595243576223,0.5834484000095326,0.5031472231888504,0.6002266358839458,0.5975271510931436,0.6853484930182921,0.5327757864275146,0.5341643338690111,0.6373327971568675,0.45426662483154506,0.3938688853389605,0.4498939021355633,0.4349062143683137,0.4845428483968031,0.5684131291026976,0.6024348226533812,0.48984377934493883,0.37734040008499464,0.4601897842574079,0.5301393065843588,0.44009484056707276,0.4060432068326662,0.5576557786712417,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GHA,0.5832264188226813,0.5095678099393134,0.4208706099281819,0.47808708301315617,0.41420726123264556,0.484715429018185,0.5053847371890967,0.471078817108417,0.6346118210916999,0.39647551018864274,0.4532406431533668,0.5956428216738548,0.5104195475695578,0.5392618698170265,0.5735336924363661,0.5676127678598857,0.44873187226214795,0.6387813464888383,0.572325626312793,0.5587718195864229,0.62630928652111,0.5864930862314743,0.6150784969680392,0.5978025176151097,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GIB,,0.5457746478873239,,,0.6386361018682248,,,0.5790253787659573,,,0.1450286192198093,,,,0.9913446054750402,,,,,,,0.503755868544601,,,,True,,,False,,,False,,,True,,,,True,,,,,,,True,,
GIN,0.39306785440045816,0.3660966425832685,0.32843940039449393,0.2931558652295846,0.24524956312524704,0.3340388118404853,0.3897070706293208,0.32239940194543154,0.5073247652831085,0.3604642817650568,0.41843694463615794,0.4054579590465856,0.3051097845937355,0.38865173708902034,0.35912059087789894,0.23024283251021238,0.35619419411248504,0.37697533567639335,0.2975120637402805,0.3929580648322206,0.3657129877569187,0.4730738761980181,0.3513677270725359,0.3635274587414579,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GMB,0.5370218355156289,0.49046365390283225,0.42410146468820004,0.44686252708405017,0.35702020059859235,0.39340705663259534,0.47913688112610886,0.2687633116284849,0.560200322557132,0.3780409978938265,0.33034981683129155,0.5361951943504092,0.537522021344346,0.5666678223235189,0.593912092764225,0.4744872227826454,0.5356722425771122,0.5157695417103901,0.5478757203277593,0.5307508879387801,0.5412693715086573,0.5698857016851803,0.5511251325526904,0.5005098342231096,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GNB,0.41780923081037996,0.3579174681459414,0.3119389245474513,0.282206737351346,0.29146707621341755,0.2927946276121191,0.5214449146548223,0.24727819871661938,0.4875566997976834,0.379475210719521,0.33996559215671934,0.4115847565602732,0.4816152225176641,0.26492292113096905,0.5288243400309923,0.29905824873780956,0.32568600278015525,0.38896052023986327,0.4065556942221062,0.40485513197042494,0.4387300302231279,0.4411260691457855,0.4864731327688445,0.37913449162737944,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GNQ,0.2913597958528664,0.5625346890352938,0.23643674189565236,0.3691174700508254,0.22505622714471066,0.2512147308012006,0.4418020041012245,0.23146320856318528,0.1595353855232706,0.22935025765412476,0.39163521072225244,0.5626105818990488,0.3816226677696176,0.18624956747827065,0.3832651580711888,0.2294902168907943,0.31655781262833527,0.27697775539660846,0.21971385342652483,0.26853769080256545,0.29453514428052663,0.2645224422706498,0.18442380489237156,0.23617991445832845,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
GRC,0.6802548198416996,0.5036874279786697,0.5396021531281066,0.54897082546339,0.6133529726263264,0.5579157706713584,0.6930082235905526,0.6622074609969203,0.5550574112113303,0.6941823347668045,0.7284996615031551,0.623834320285097,0.5974672992895302,0.5140954943988175,0.6225139382818388,0.6197787615811591,0.5546549079978234,0.504393425845345,0.6820540318590702,0.6012272148957536,0.6015835591650065,0.5374479714811619,0.5746115395323725,0.5587367094838132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GRD,0.6158533074632526,0.5835778260267774,0.32000190361939795,0.4991571761273416,0.5802341817641534,0.5020021888239956,0.4545881810884792,0.42587121896640023,,0.3650651600304722,0.3777722534321322,0.5535083372663718,0.5561978035133512,0.5604094321805899,0.48116870899697944,0.4170960297943829,0.6094795063027746,,0.5498069473232623,0.7440780851335372,0.6072201498674625,0.4855313610305666,0.6963035731269445,0.3080443992784446,True,False,False,False,False,False,False,False,,False,False,True,False,True,True,True,False,,True,True,False,True,True,False
GRL,,0.586539264902644,0.4522260355226668,0.7293751789056016,0.5426683500409945,0.7581742597843727,0.8029112486851023,,,,0.31504546209162193,,,,0.3540660225442834,,,,,,,0.503755868544601,,,,False,False,True,True,True,True,,,,True,,,,True,,,,,,,True,,
GTM,0.4564542988646025,0.5239973212163143,0.4976858266581474,0.4152720750781759,0.4604303574457081,0.4428734559714312,0.5218988795712771,0.6249073579316207,0.7321664206823754,0.567689957248168,0.47313107711142827,0.48726950983180944,0.38178734950085963,0.5331780469657016,0.3873157758155139,0.40440250498937413,0.36401846865609505,0.669702914697443,0.4798149105757298,0.4929268446185296,0.43544547230899416,0.49566655672548166,0.5231037948634482,0.5725582100976718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
GUM,,0.5761093413409857,,0.7149411347317806,0.6177837669189306,0.5639964214975984,,,,,0.16257874454073146,,,,0.4047906602254428,,,,,,,0.503755868544601,,,,False,,True,True,True,,,,,True,,,,True,,,,,,,True,,
GUY,0.5446294146481913,0.46954520782182857,0.3662306482922719,0.45439507645844984,0.5170978575606004,0.44366874011877344,0.6900418221599702,0.6135671124147581,0.3848591888612063,0.40229540952501547,0.43139546655842403,0.4670283014741476,0.521675702001828,0.5258360196988362,0.4284633195035781,0.47750165214396095,0.48723047629251065,0.36110064903850253,0.49546976797764064,0.4941292182832297,0.5406063766309297,0.5456892585891855,0.5988820777633647,0.408348394116192,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HKG,0.42807362283578665,0.6093795340375304,0.5230363484384876,0.6572244766180934,0.6796901625524434,0.7999565328853084,0.6147463347435878,0.6599700886786345,0.5325571740734479,0.7857218187607065,0.24987773177151798,0.0,0.49608414828048364,0.5910728148479628,0.7071196387291949,0.6611149308658775,0.7510831188339291,0.2787655284989441,0.370598597232109,0.3014735969181713,0.5242276165090042,0.36327673885587547,0.29268454334877003,0.4379815166025651,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
HND,0.48739513324629896,0.4508468061416107,0.41764958495439536,0.45852501549796665,0.3858230443631156,0.39286040523117044,0.5371199115941947,0.5937983747229655,0.5293428544823219,0.5389314302100252,0.4448379420887679,0.37942198643029695,0.4272091875427814,0.45724932295517906,0.35775571760372,0.47671874719004953,0.35634421288960655,0.4348174934164848,0.3820824414954902,0.517352409216355,0.5130770094006523,0.5157014378555173,0.5112871663368999,0.5171881891020529,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HRV,0.5814839637349888,0.5937401933197407,0.5429871029534274,0.5581278315751149,0.6318728578910865,0.5231552574127745,0.6350320498044418,0.5253892884490106,0.3953057275323659,0.6755764563290299,0.7353566929653378,0.5954599325620912,0.633055267176137,0.5567654549348737,0.6876608223219901,0.5981558312706742,0.5635037305096793,0.6378548941120071,0.6392703124713709,0.561256706856882,0.6085224555317905,0.5235737455174699,0.5602721174022224,0.6080795116509641,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HTI,0.32643093064418377,0.3073718405707489,0.23988655050662216,0.21705614823960567,0.411330045234974,0.265589443013514,0.44486026113594845,0.23541695610154378,0.6400761643966141,0.4665390823608837,0.36115348971417677,0.18720593063415425,0.25469792739504665,0.3788813259547373,0.33147177828075497,0.3147241772603186,0.2884305175960223,0.43119046988455,0.3143992223738238,0.3839569669205256,0.41479396001498764,0.44731406499534543,0.45384923127840815,0.36667642731702976,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HUN,0.5230005699015248,0.5439876962769762,0.6087844996252544,0.5018863750236526,0.6786552834488386,0.48893916197262444,0.6452486763047012,0.5039041755371451,0.3503052532566013,0.6603898711950406,0.6946462169338423,0.6781659697314311,0.37702041729999963,0.4817207226133301,0.6933508437287815,0.5125648875781937,0.4924484476199921,0.4494059491132146,0.4779233030616673,0.4777888559352727,0.5420781895074624,0.42125750217514896,0.4063619388631645,0.42258792079662655,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IDN,0.41195708908839007,0.3977426763731058,0.5583941497272047,0.4645154393003634,0.5085260161432512,0.5072377066362643,0.5433311660485302,0.6130461153165451,0.3490195254201509,0.5444643533303849,0.5603031894043426,0.5502402617826574,0.40767824417714726,0.45616349865638167,0.4851346895804775,0.4672802530582896,0.3842946142670291,0.4666405445524774,0.4685163710075173,0.5142876971303707,0.4226394291252805,0.5089078675563167,0.47113878636639894,0.5488353748587398,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IMN,,0.5457746478873239,,,0.6779748782335475,,,0.58074175398603,,,0.020539906103286366,,,,0.9913446054750402,,,,,,,0.503755868544601,,,,True,,,True,,,False,,,True,,,,True,,,,,,,True,,
IND,0.4267084855649352,0.3908107482478314,0.4752811648051958,0.4174770334022705,0.5304115961171977,0.45684312112608183,0.4286563231714987,0.663923836216993,0.4163595208542415,0.5267112473596229,0.4302241572461256,0.5779294474041458,0.44676154441498495,0.44427762881275645,0.35619848541312,0.5413924833861827,0.4284653621410289,0.46175039942829,0.4757509157245334,0.4420221432406143,0.3775821224030437,0.34884178263341376,0.403928599659922,0.5702247839134258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IRL,0.7493209410664461,0.6272823065543324,0.6197985315237399,0.7692251549116079,0.6558706185618599,0.8119435639967945,0.6152259441354303,0.6582537134585618,0.6277010339707788,0.7132065146636629,0.7200499344334071,0.6409425130170451,0.725173066277833,0.7271889845868793,0.7590919565129901,0.7673678302203445,0.7478094088345822,0.6468607007432572,0.7021393460581414,0.702902133212382,0.6922121924761555,0.6702080376064063,0.7226680356356375,0.7228405008484164,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IRN,0.31070881405876666,0.3220643139962764,0.4562880190582576,0.37824236097230673,0.6314092668334005,0.277903578087768,0.38283926204130675,,0.210803783001731,0.20045678290409297,0.3642074110402134,0.4275292928089039,0.3650824172030073,0.3475502293975969,0.30959053395948377,0.41166687115661615,0.3484069331295964,0.4765558422316373,0.4010777581371685,0.27310579039230304,0.24081115359729163,0.18105958130001157,0.2056033482614175,0.3716337741665244,False,False,False,False,False,False,False,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IRQ,0.345280728172005,0.350104315289217,0.36586716211008574,0.3238092580011116,0.4985925111552762,0.3561318227293062,0.3961410465249491,0.5271056636690833,0.2881081691683123,0.4322865243239481,0.3285023495400337,0.3639511280447918,0.4418421501055798,0.43209801667451864,0.304769368436328,0.3675341721371161,0.2940735378176646,0.4863149359069472,0.4457626461278622,0.426996348511053,0.32569601059743125,0.33275080567419796,0.4463644027462359,0.3856006475766144,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ISL,0.7463922460631215,0.6349583692968289,0.5826783368170406,0.7517096106457939,0.6812857187334964,0.6901865829443866,0.5181402995486575,0.5185237875687193,0.4131452012631154,0.6883872135773345,0.6676390754495297,0.729562635500216,0.6740971183667195,0.6879058786084625,0.7334906619428352,0.7360853567390201,0.8049656527084668,0.5875634650698838,0.6816984008877223,0.6965251041216826,0.6663987886480195,0.5978937637903852,0.6834631992381163,0.6275321776601486,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
